,score,text
4723,0,미국 까내리는 영화 개 노잼
4724,0,이게 재밌나요?
4725,0,1점도 아까운 영화.
4726,0,"개그코드는 80년대, 납치되었는데 긴장감 0  위급한 상황이 전혀 안느껴짐. 변호인 감독이라는 이유만으로 친문커뮤니티에서 후한 평점에 낚임"
4727,0,친중 반일 반미 정치색이 무지막지하게 녹아 있네요. 북한 주민을 동포로 보는 관점이야 인도주의적 차원에서 지원 해야지요. 허나 북한군과 노동당은 주적임에 분명합니다.
4728,0,이게 나라냐고 한 정우성이 문대통령역할을 한 듯안 맞음 안 어울리고정말 빨간색영화임만든 감독..권력의 개니..??
4729,0,지루해 지루해 지루해시작할때부터 끝날때까지 아 지루해
4730,0,예상만큼 지루했네요ㅎ
4731,0,취향 안맞으면 진짜 재미 없음 그리고 픽션이 너무 과함 미대통령을 바보로 만들고 유연석이  김정은이라니... 정치적 메세지는 영화 말고 다큐로 만들어 전하세요~아 이 영화가 다큐에 가깝긴 해요
4732,0,현정치를 옹호해라 우리가맞다는 식임. 주입시키려는의도가가 강함 현정부 좋아하지만 이건 부정적으로 받아드릴수 밖에없네요.. 그냥.. 에휴.. 강요는 아니라생각합니다.
4733,0,
4734,0,정말 훌륭한 교훈을 주는 영화였습니다. 영화를 보면서 느낀 교훈은 무찌르자 공산당~~ 김일성은 개의 자식이라는 훌륭한 감상평을 남기게 해주는 느낌입니다. 개가 개를 깠는데 그 개의 이름은 김정일이고 그 개가 일본산 ...
4735,0,1에 비해 상당히 부실한 스토리전개. 뻔한흐름영화중간중간 나오는 흐름을 깨는 유머.기대하면서 봤는데 매우 허접한 영화
4736,0,별히나도 아까운 나라를 말아쳐먹는  영화  북이 좋으면 북으로가라 대한민국에서 누리고  청서고고 살면서  이따위영화를 만들다니
4737,0,노잼~ 좀 영화가 보는데..좀 그래요 시간이아까웠다
4738,0,처음으로 시간과 돈이 아까웠던 영화~~그냥 연기도별루고 ~내용도 억지스럽고 ~인물도 너무 말도 안되게 연출했고 ~그냥 중간에 나왔습니다ㅠ
4739,0,이건 코로나때문에 망했다고 핑계라도 댈 수 있던 게 다행이겠다.
4740,0,1편의 간첩이 2편에서 대한민국 대통령ㅋㅋ  리얼하네
4741,0,내가 아나키스트가 좋다고 생각하게한 영화전투씬은 볼만하지만 정치색이 너무 뻔하다좋은 배우는 있지만 줄려는 교훈은 너무 속이 뻔하다이런건 그냥 좀 잘만든 정치 선전물일뿐이다.이 영화를 보고 느낀점은 돈을 내고 내가 왜...
4742,0,관객 엿먹으라고 만든건가..?장르가 코미디인가..
4743,0,
4744,0,살인마 김정은 미화 새빨간영화가 대한민국에 개봉한다는것 자체 만으로도 이 나라 북괴 공산화가 만연하다는것 큰일이다
4745,0,이런 ㅆㄹㄱ정치영화.. 실망
4746,0,영화관에서 처음으로 잠들어봄
4747,0,애초에 유연석이 김정은 역할한게 초월 판타지야ㅋㅋㅋ미화도 정도가 있지...
4748,0,지루했음 억지 감동 억지 유머코드 추천 못하겠음
4749,0,애썼다. 빨갱이 영화만드느라.
4750,0,이걸 영화라고! 트럼프가 그렇게 바보 멍충이라면 미국 대통령을 벌써 쫒겨났어야 맞지요! 상영시간 2시간 넘게 관람객을 농락하네요~ 이런 걸 영화라고 인정할 사람이 이젠 별로없다는 걸 깨닫기를 바랍니다.
4751,0,걍 애들 영어공부수준
4752,0,훠훠훠 좋은 영화군요~ 훠훠훠
4753,0,억지스럽고 지루한 영화
4754,0,선동 영화 ?수재로 사람이 죽어도 대통령이란 인간이 관람쇼?
4755,0,정말 대단한 영화를 만들줄 몰랐네요..정말 최초 입니다. 영화보다가 어의 없어서 바로 나왔네요. 롯데 관계자분들 영화 보시고 개봉 결정한것 맞나요. 영화가 뭐이리 개같은 정치질인지
4756,0,대다나다 정말 대단해  평양에도 동시상영하냐?
4757,0,쓰레기영화. 트럼프가 제발 안보길
4758,0,최고의 휴가를 이 영화가 모두 뭉개버렸어요..하..
4759,0,신파안넣으면 한국영화가아니냐
4760,0,뭐... 영화는 재밌었는데 주변 우방국가 대통령들이 보면 우리나라 단교할까 걱정인 영화
4761,0,이런게 ??? 깨문이들만좋아할영화
4762,0,1편에 간첩이였는데 2편에 대통령이네... 이거 현실이야?
4763,0,0점은 없나
4764,0,Trash 그 자체. 정부에 빌붙으면 뭐라도 나오냐?
4765,0,간첩이 대통령 됐다며???
4766,0,와 정말 재미 없어요. 뻔한 스토리... 지루한 전개영화보다가 핸드폰함.. 대충 한번씩 쳐다봄몰입감 제로
4767,0,보지마세요. 불매해야할 영화
4768,0,선동 정치 영화... 북한에서 만든 영화인 줄...
4769,0,진짜 비현실적이고 재미없다
4770,0,스토리가부실하다.너무
4771,0,반미고 친북이고를 떠나서 그냥  김정은을 정의롭고 의리있고 착한 지도자로 만들어놨네 ㅡㅡ  실환가?? 작가는  누구임? 감독은 뭘보고 이 영화한다고한거임?
4772,0,.. 주사파 영화같아요.. 저 군대 괜히다녀온 기분..
4773,0,개와 영화는 동급이다라는걸 알수 있음
4774,0,아무리 영화라지만....
4775,0,진짜 어이가 없어서 트럼프가 절대 못보게 해야할 영화라고 생각합니다. 뭘 미화한건지 미국단교를 목적으로 만든건가 다섯글자로 평가합니다.어 이 없 을 무
4776,0,"진짜 너무지루해요,,, 중간에 잠듬"
4777,0,0점 주고 싶은데 0점없어서 1점 박고갑니다.
4778,0,반도보다 재미없다.. 졸다가 중간에 나옴. 알바들에 낚였네
4779,0,억지스러움도 크고..정말 실망스러웠네요연출도 촌스러움.
4780,0,시간아깝다 ㄹㅇ개노잼
4781,0,소설 쓰시네ㅋㅋ딱 어울린다..
4782,0,별점 1개도 아까운 영화 진짜이런 영화를 왜만들까??
4783,0,허....말로 하기가 뭐하네요..
4784,0,이랗게 재미없눈 령화 수태 마이 봤슴미다
4785,0,한쪽에 치우친 이딴 영화가 평점8??? 알바적당히 티내야지ㅋㅋㅋㅋ
4786,0,스포일러가 포함된 감상평입니다. 감상평 보기 너무 터무니 없고 너무 정치색이 강하다.스토리 전개도 엉성하고  개연성도 없고좋은 연기자 스토리가 다 버렸다. 씁쓸하다
4787,0,응 북한 공산당미화 영화~
4788,0,미국은적 북한은동지  웃긴다 ㅆ
4789,0,이게 평균 8점? ㅁㅊ소리하지마라 0점이 없어서 1점주는거다
4790,0,정말정말 엉망이다!!!끝까지 보고 있을 수가 없어서 끝나기 5분전에 나왔다.. 다들 한숨 쉬며 보더라..진짜 최악!!!영화 이렇게 막 만드는거 아닙니다!!!
4791,0,진짜 이런걸 보고 조작이라고 하는게 아닌가 싶다 이제 한국은 끝난거 같다를 이영화를 보고 느꼈다 조선인민공화국 만세
4792,0,"무지렁이 딴따라 따위가 ""박근혜 나와""하는게 다그렇지뭐"
4793,0,미국이 저렇게 멍청하고 한심한 국가라고? ㅋㅋㅋ
4794,0,이런영화는 왜 나오는지 최악이네요
4795,0,아무리 영화지만 ㅋㅋㅋ
4796,0,에라이 독재자 미화영화는 평점 줄 가치도 없다
4797,0,이런 미친 시나리오로 영화가 나올 수 있는 시대가 왔네. ㅋㅋㅋㅋ
4798,0,빨겡이들에게는 최고의 영화민주주의를 믿는 정상적인 사람들에게는 최악의 영화
4799,0,OOOO꺼 진짜 영화 살아있다로 최근 내상 심하게 입고강철비가 강하게 비수꼽네시간쳐남아돌고 팝콘 먹고싶어서 가는거면가서 보면됨
4800,0,전형적인 반미 친북 영화. 극혐
4801,0,스포일러가 포함된 감상평입니다. 감상평 보기 꽤 볼만한 잠수함씬 빼고는 전형적인 대깨문식 반일반미 좌좀영화. 좀 사상색이 심하다. 아무튼 일본을 공격한다는 전개나 장황한 독도론이나 정은이가 갱생될 거라는 허무맹랑한 믿음이 딱 좌익 대깨문 평론가들이 좋아할 소재...
4802,0,스포일러가 포함된 감상평입니다. 감상평 보기 잘먹고 잘사고 있는 나라가 독도 하나 얻을라고 미국 대통령을 납치 한다는게 말이 된다고 생각하세요? 개소리도 적당히 하세요ㅋㅋㅋ
4803,0,OO 누가보면 미국이 남침한줄알겠네 ㅋㅋㅋ 빨갛다못해 그냥 나라가 미친듯 ㅉㅉ
4804,0,1점도 줄수없는 쓰레기영화  북한 미화시키는 영화 두번다시는 찍지말기를
4805,0,재미없었어요
4806,0,너무 어이없어서 중간에 나옴.배우들이 개념이 없어보인다
4807,0,감독님께서 우매한 관객들에게 현대사 알려 주시느라 고생하셨습니다 다만 도람뿌형이 이 영화 안 보시기를 기도할께요
4808,0,영화 보다가 그만...
4809,0,영화판 특정패거리질...이럴 제작비로 다양한 작품투자 좀
4810,0,.
4811,0,"대깨문, 친북, 반미, 혐일. 좌파의 정수를 짬뽕한 정치활극. 정치적 코드에 따라 느끼는 바가 다를듯. '해저 액션'은 신선하고 재밌었다."
4812,0,설마했는데 역시나 편향된 시각으로 만든 영화ㅡ 학생들이 이것을 보고 무슨 생각을 할지 매우 걱정을 하면서 봄..
4813,0,현 정부의 지향점을 다룬 영화랄까... 한국이 약소국처럼 비춰져서 짜증났다
4814,0,
4815,0,이딴 영황만들돈으로 기부나해라 북돼지가 키180넘는 미소년인것 부터가 판타지
4816,0,"방금 영화 보고 왔는데 좌측 우측을 떠나서 이런 한 쪽으로만 너무 치우쳐진, 정치 논란 일으키는 영화는 안 만들어지면 좋겠네요."
4817,0,진영논리를 대놓고 펼치는 감독의 만용과 오랜 배우생활에도 전혀 늘지않는 정우성의 연기력은 그냥 0점. 끝까지 본 내 시갼에 1점 준다. 알바에 속지마삼. 일단 재미가 없음.
4818,0,코로나에 웬영화!!!
4819,0,헛웃음이 나오게 하는 코믹영화입니다.
4820,0,뻔한 친북 친중 반미 반일... 에효
4821,0,새빨간 영화네
4822,0,완전 국뽕을 처발러고 미국을 조롱하며 북한만 바라보며 반일을 외치는 누구를 표방한 졸짝
4823,0,너~~무 의도적인 영화. 초중반은 드럽게 지루하고 마지막 잠수함씬은 신선하고 재밌어요. 정치색은 너무나 뚜렷해서 오히려 반감이 드네요
4824,0,이런것도 영화냐? ~김정은 수령님? 문제인 대통령님! 우상화 ?~ 미국이 그리 허술한 나라로 표현하고 중국 일본이라는 매개로~국내용이라도 너무 부끄~
4825,0,이시국에 아직도 정치적으로 이용하는 반일영화나 쳐만들고. 이거 토렌토언제나와요? 데이터값안아까울라나
4826,0,대한민국은 이미 세월호와 함께 침몰한 듯! 남조선 인민민주주의 공화국에 열광하는 대깨문들의 우매함은 치욕스러운 역사로 기록될 것이다 서해는 물론 동해 남해도 자기네 영역이라며 독도와 KADIZ를 침공하고 이를 기념하...
4827,0,"쓴웃음나는 억지 웃음코드 미,일 악의국가 한,북,중 정상국가 유치한스토리"
4828,0,정말 후회되는 영화..주변인들은 다 저능아에 연출도 디테일도 끔찍
4829,0,미국은 도라이 한국은 호구 일본은 개새
4830,0,한마디로 졸라 재미 없고!!!! 영하 내용이 대통령 영웅화! 문빠들이 좋아할 영화이고 시나리오는 완죤 초딩도 그보다 스토리 전개 잘만들 꺼임. 차리리 좀비 영화를 보는게 낳겠다. 영화속 CG도 완죤 구림 이걸 영화라...
4831,0,강철비1 감독이랑 같은 감독이라는게 의심되게 하는 영화ㄹㅇ...
4832,0,문재인 나와! 또람푸 나와!
4833,0,아무리 영화라 해도 말이 되게 만들어야지 이게 말이 되나요 ? 그냥 관객 무시한 것 같음 캐스팅 부터가 몰입 떨어지고 영화에 집중불가.. 2시간 넘게 꿈 꾼 것 같아요 차라리 꿈이길
4834,0,.... 국뽕에 치우쳤다
4835,0,컨셉은 좋았는데 풀어나가는게 영 좋지 않았다. 1에 비하면 너무 난잡하고 개그씬은 웃겨야 하는데 그냥 불쾌하기만 했다
4836,0,아 너무 심하네요.. 캐스팅도 미스고..
4837,0,이런 친북영화 계속 찍으려면 평양으로 가라
4838,0,한영국화함망 ㅉㅉ...!
4839,0,전작에 대한 기대감 붕괴 스토리 허접 무슨 어설픈 코믹영화도 아니고 은근히 미국대통령 바보로  설정 평화협정은 좋은것인양 묘사
4840,0,스포일러가 포함된 감상평입니다. 감상평 보기 너무 루즈하고 강철비2 라고 제목에 써놧으니 당연히 이어지는 영화라고 생각했지만 전혀 아니여서 처음에 너무 당황함 제목을 바꿧어야될듯 진짜 그냥 잠수함에서 투닥투닥하다 끝
4841,0,스포일러가 포함된 감상평입니다. 감상평 보기 이것도 영화라고 지능수준이
4842,0,ㅇ ㅏ 진짜 강철비 반에 반은 해야할 것 아니냐감독 진짜 변호사랑 강철비랑 잘했던거 같은데 이번에는 머한건지..
4843,0,진짜 개망작이구나ㅋㅋ
4844,0,1편 볼만해서 기대했지만진짜 너무하내 ㅎㅅㅎ 다른거 보시길추천
4845,0,잤어요....마지막30분에 집중하고봤는데도 내용이해됨
4846,0,그냥 개 씹 노쟘 그냥 보지말고 집에서 쉬세요
4847,0,"찐따 같이 뒤에 서서 인터넷 강의하듯 설명만 주구장창 해대는 멍청한 한국대통령, 처먹고 똥싸는 거 빼곤 할 줄 아는 게 없는 저능아 미국대통령, 통역하면서 담배 피울 궁리만 하는 북한 대가리, 소리만 지르고 화만 내..."
4848,0,영화는 영화로 봐야하지만 지나친 판타지 + 저능아들은 이걸 그대로 믿는다는게 문제.. 스토리도 기승전 일본때문 ㅋㅋㅋㅋ 적당히좀 해라
4849,0,아 이건좀 아닌것 같습니다.
4850,0,"억지웃음, 억지감동, 강한 정치색까지 전형적인 한국영화"
4851,0,장난 까나? 지금상황보고 만들어라
4852,0,뭐야 ㅈㄴ 반미영화잖아 아 또속았어 ㅋㅋ
4853,0,대깨문들을 위한 포르노 영화
4854,0,진짜 너무 화나서 평점 써요. 정말 평점 한번도 적은 적 없는데 솔직하게 적어볼게요. 일단 배우들 때문에 보러간거 맞고요. 어떤분이 마지막 30분만 재밌다. 그전 1시간 반은 뛰쳐나가고 싶은걸 참았다 라고 하셨는데 ...
4855,0,내용구성이 ;;;;넘넘 별류였음 이거 첨남겨봄
4856,0,스토리가 실망이네요~~
4857,0,"풍자라지만, 지나치게 축소되고 단순화되었다, 인물들도 정세도 스토리도. 안타깝다. 부함장이 주인공 맞음. 근데 왜 감상포인트 무조건 골라야 함?"
4858,0,너무 기대했는데그닥 ㅠㅠ  킬링 타임용  화이팅 ♡
4859,0,실망했어요 스토리가너무길어서 졸뻔했어요
4860,0,
4861,0,짜증남 보고있기도힘듬
4862,0,반도에 자동차 액션이 있다면 강철비2에는 잠수함 액션이 있다.역시 잠수함은 북한산. 공군.해군은 일본산.자기나라 영공이랑 영해 침범했는데 태풍 온다고 출전 안하는 한국군 클라스
4863,0,
4864,0,진짜 노잼의 끝판 역대급
4865,0,관람객 평점 주작 그만좀요 진짜 제발 그만.... 평균 최소 2점인데..
4866,0,"스포일러가 포함된 감상평입니다. 감상평 보기 철지난 반일,반미,친북 영화. 감성팔이를 위해 어거지로 독도로 무대를 설정해 개연성이 떨어지며 의도적으로 선악 구분을 명확히 하다 보니 캐릭터들이 지나치게 평면적이고 결국 재미가 없다. 더군다나 북핵이 미국탓이고, ..."
4867,0,평론가들의 단합된 모습을 보니 통일이 눈 앞인 것 같습니다.
4868,0,"신정근님이 연기 제일 잘 함.. 도대체 뭘 말하고 싶은건지... 장르가 코미디인건지.. 대한민국 대통령은 호구로 나오고 함부로 해도 되는 나라인것 처럼.. 미국대통령은 또라이로 나오고... 정우성, 곽도원만 심각하고..."
4869,0,뭐하자는거냐 차라리 1편하고 이어지게하던가전하고자 하는게 대체 뭐냐고 반도 보고 욕나왔는데 이건 더하네 보지마세요 무슨 북한 선전영화도 아니고 너무하네 진짜 화날려고하네
4870,0,미쳣다..핵노잼 미쳣어미쳣어 서프라이즈인줄ㅋㅋㅋㅋ 마지막씨쥐는뭐져?
4871,0,자려다가 골드클래스라 35000원 버리기 아까워서 겨우 하품하면서 봄
4872,0,전반적으로 스토리 자체가 너무 루즈함 돈 오천원 주고 봤음에도 아까움 배우들의 연기력이 아까울 정도 딱히 감흥도 없고 감동도 없는 스토리 진전 자체가 너무 느림 액션 조차 큰 감흥도 없었음
4873,0,최악의 영화.
4874,0,문정권 지지율 높혀주려고 이런 정권의 구미에 맞는 왜곡 선전선동 영화 만든것 같은데 이런 영화들은 오히려 문정권 지지율 올리는데 방해만 되니 정도껏 해라. 반일도 적절해야 호응이 가는데 그냥 억지 반일이고 차라리 군...
4875,0,드라마 보는 느낌으로 봐야 그나마 30분이라도 버틸 수 있다 어처구니거 없어서 그냥 당황하며 보게됨 영화가 재미없는걸 넘어서서 감독 얼굴이 궁금해지는 영화. 너무 유치하다 근데 배우들의 연기력이 아깝고 왜 여기 출현...
4876,0,S급 배우들과 C급 스토리 희대의 졸작이네요.21세기의 클레멘타인급입니다.
4877,0,개노답 영화. 이런 평 잘 안쓰는데 진짜 ㅋㅋㅋㅋ그냥 어이없어서 계속 웃으면서 봄ㅋㅋㅋㅋ연기만 볼만함
4878,0,1에비해 너무나도 초라한 복귀
4879,0,이건 11점을 주고 싶은 내 마음일리 없는 1점
4880,0,뭐 이런영화가 다있지?
4881,0,보는내내 헛웃음만 나왔던영화
4882,0,욱일승천기 나올때부터 망작 냄새가 나더니 배우진 보니까 본지 14분만에 그냥 끄고 유튭 리뷰 보러가보니 망작 맞네ㅋㅋ어휴 ㅅ..ㅂ 한국영화수준ㅉㅉ 글구 개연성 1도 없고 그냥 전형적인 한국영화 수준임이걸 6점 7점 ...
4883,0,1.2배속으로 놓과 봤는데... 1.5배속으로 보다가 빨리 끌 걸...
4884,0,ㅋㅋ그냥 강철비1에서 끝냈음 1이라도 욕안먹지.. 이건 뭐지? 청와대에서 시나리오 컨펌해줬나? 아이고야~  진짜 배우들이 아깝다는 말밖에는..  이거 볼바엔 겨울왕국 애들이랑 한번 더 보삼ㅋ
4885,0,강철비1을 기대하고본다면 당신은바 봇ㅎ그게저였네요
4886,0,ㅋㅋㅋ 진짜 정치색 뒤지도록 빨간색인 영화 ㅋㅋㅋ 반미 반일 친중 친북 ㅋㅋㅋㅋ와 이렇게 까지 완벽한 쓰레기 정치영화는 살면서 처음봄 ㅋㅋㅋ 이딴게 평점 8이라는게 말이안됨 이거 조작임 ㅋㅋㅋ 평점이 다 1점인데 어...
4887,0,기자 평점.. 영화평론 기자로서 신뢰도를 높이려면정치 성향이 같은 영화라고 찬양하는 그런 거 좀 안 하면 좋겠습니다
4888,0,"회춘한 문재인, 다이어트 성공한 김정은, 치매걸린거 같은 트럼프.... 인민공화국의 최고 군사작전 시스템에 보호받는 문재인.... 문재인의 꿈을 그린영화... 아무개연성 없이 반일감정 부추기기;;; // 결론 : 한..."
4889,0,재미없다하면 일베라는 사람이 있네요. 우리와 다른의견을 반동분자로 내모는것. 그거딱 공산당입니다. 설마 공산당들이 하는 행동하면서 입으론 민주주의 외치고 계신가요? 이제 재미없다 소리도 정치관련이면 함부로 못하나요?...
4890,0,평소 불면증에 시달리시는 분들께  강력히  추천하고싶은 영화...30분 안에 나락으로 빠져들게됩니다..
4891,0,안보고 비평하는건 아닌거같아서 인터넷티비로 결제하고 봤습니다. 네. 그렇습니다. 아까운 8800원과 소중한 두시간이 날아갔고 덤으로 더러운 기분까지 크리터졌네요. 희대의 삽질 영화 만든다고 수고들 하셨습니다.
4892,0,영화라도 이런식으로 만드나....
4893,0,문죄인 우상화 영화냐?
4894,0,시나리오를 청와대에서 썼나? 60~70년대에는 통할지 몰라도.. 이건 무슨 환타지 영화인줄.. 우리나라 대통령을 너무 미화시켰네..우리나라만 정의롭고 다른나라들은 다 자기 이익만 쫓는 야비하고 나쁜나라..
4895,0,개연성이 1도 없는 ㅆㄹ ㄱ
4896,0,감독새끼야 내2시간 돌려내라 이따위 영화? 같지도 않은영화..걍 2시간 보고 휴지통에 버렸다 칵퉌
4897,0,타짜 원아이드잭도 피했는데   와... 이걸못피했다
4898,0,밥먹고 보지 마세요. 잠옵니다 ㅋㅋ 6점 킬링용
4899,1,꼭보시길..너무 재밌어요.그런데.미통당이 평점테러한거냐.유치해서 못봐주겠다.이 친일파놈들.
4900,0,전형적인 반일 반미 친북 영화다 ㅋㅋㅋㅋ 진짜 정치색을 왜 이리 많이넣었냐
4901,0,좌빨을 위한좌빨에 의한좌빨의 영화
4902,0,할 말이 딱히 없네요. 보신 분은 어쩔 수 없고 안보는 거 추천
4903,0,관객들을 개돼지로 아는 알게모르게 종북으로 빠지게 만드는 역겨운 영화. 어린애들이보면 진짜인줄알겠네...
4904,0,유연석이 최고지도자인데 잠수함에 같힌것부터 몰입이 안돼...
4905,0,다까놓고 말할게  이거재미있다는 사람은  뇌가 없는사람.    정치색만 오지게 들어가있지 이외에는 다 쓰레기
4906,0,"스포일러가 포함된 감상평입니다. 감상평 보기 오류가 너무 많네요. 일단, 첫째로 대통령 내외는 대한민국 법규상 주방에 들어갈수도 없고 요리를 할수도 없습니다. 그래서 24시간 한식,중식,일식,양식 전담조리사가 대기하고 있죠. 두번째로 해상방위능력이 일본보다 쫄..."
4907,1,재밌게 봤습니다. 정말 마지막 잠수함 액션은 최고더군요.빨리 우리나라 평화협정이 잘 이루어져야 될텐데요.
4908,1,엄청 재밌었어요 다음에 볼 기회가 또 생긴다면 다음에도 보고 싶네요
4909,1,뭐하나 빠지는거 없이 잘만들었는데깔이유하나도없고만
4910,1,
4911,0,그냥보다가 포기...너무지루함ㅜㅜ
4912,0,좌파선동영화중 최악~ 1편 이랑 같은감독이라는게 믿기지않고 1편은 그나마 상상력에 재밋게봤다지만 이건.. 쿠데타 반란이구만~
4913,0,차라리 뉴스를 보는게 더 재밌을 것 같습니다....  공무원들 업무 하는거 옆에서 보는 느낌 그리고 등장인물들이 너무 어색해요 보지마세요
4914,0,스포일러가 포함된 감상평입니다. 감상평 보기 이게 평점 8점이라고?ㅡㅡ 연기는 뭐 좋다고쳐도ㅋㅋ 미대통령이 그냥 잡히네 ㅋㅋ
4915,0,핵.쓰.레.기.
4916,0,미국이 졷밥으로 보이나 ㅋ
4917,0,현지 테라포밍하는 이슬람 난민 받아들이자는 배우 정우성 이런 고집쎈 빡통들이 대통령이 되면 한국이 어떻게 되는지 보여주는 영화
4918,0,현정권 찬양영화~~대깨문을 위한영화
4919,0,정치선동영화 좀 그만 만들어라무슨 나치나 하던 짓거리를 하고있어
4920,0,스포일러가 포함된 감상평입니다. 감상평 보기 유치한 코미디 선동영화.감독및정우성 은퇴요망.
4921,0,진짜로 개노잼..정우성 연기 개못하고 대통령이랑 너무 이미지가 거리가 먼데 오글거리게 연기함..스토리도 완전 초딩수준으로 허술하고...존망임..중간중간 개 허접한 씨지가 더 ㅂㅅ같음
4922,0,"이런 정치색 잔뜩 입혀진 영화로 젊은층들 끌어드릴 순 없다. 어설픈 국뽕, 좌우든 정치색으로 표를 팔아보려는 마인드. 충무로에서 그만 사라졌으면 좋겠다. 창피하지도 않나."
4923,0,어디 내놓기 창피한 영화...
4924,0,이건 국뽕도 아니고 그냥 빨갱이 미화영상일뿐
4925,0,문재앙  선전 영화  . 현실성 없는  스토리
4926,0,재미없습니다. 지루합니다.너무 작위적입니다.스토리나 감독의 연출 모두 맘에 들지 않습니다.
4927,0,왜 만들었지...?돈아깝긴 처음..
4928,0,빨갱이 두둔하는 영화냐 ㅅㅂ
4929,0,시간아깝네요 실망입니다 삼류영화보는느낌
4930,0,도저히 못보겠네요 ㅜ 지금이나 나올 영화
4931,0,"북한 미화가 너무 심함, 개연성 없음, 초중반 너무 지루함, 배우들이 연기는 잘함"
4932,1,
4933,0,정치색 너무 심하게 들어갔네요. 미국 대통령이 무슨 코미디언 입니까?고딩 학예회가 이거보단 낫겠네.
4934,0,스포일러가 포함된 감상평입니다. 감상평 보기 시간때우기용으로는 겐찬타 싶어서 보고있엇는데 마지막 에 어이없네독도 동해해상 앞바다에서 미사일 처쏘고있는데 대한민국은 팔짱끼고 구경만하나? 영화로만 본다지만 너무 얼탱이없음 영화로라도 개기분나쁨
4935,0,이게 어떻게 평점 8점이나 받음? 저 배우들 가지고 b급도 안되는 유치한 걸 찍었네 ㅡㅡ 구성도 허술하고 개연성도 없고 억지로 갑분 개그에 보는 내내 어이가 없었다 진심 1점도 아깝다.
4936,0,정말 재미없네여뭘 표현하려는건지도 모르겠음
4937,0,영화가      뭐 이래.. 돈아까움
4938,0,이거 장르가 코메디인가봄. 그래도 한가지 명확했던건 영화 대사에도 나왔듯 이번정부는 지지율을 위해서 북한 미국 중간에서 뻘짓만 하고 대한민국 대통령이 중국 대사한테도 말한마디 제대로 못하고 비위맞춘다는 거다.
4939,0,영화 보고 나서 시간이 너무 아깝다고 느낀적은 이번이 정말 처음이다.... 주변 사람들이 이 영화 재미없으니까 보지말라고 조언해줬었는데 그 조언을 무시한 내 잘못이니 감독을 원망하지는 않겠다...
4940,0,평화통일? 난30대다. 어릴때부터 우리의 소원은 통일이라는 소리를 밥먹듯 듣고 자랐다. 때론 tv에서 이산가족들이 만나서 우는걸 보며 나도 가슴이 먹먹해지는 순간들의 어릴적 기억이 있다. 근데 그것이 왜 우리의 소망...
4941,0,너뮤 지루하고 그냥 정권수호 영화
4942,0,이것도 영화라고...
4943,0,현정부의 꿈이 담긴 좌성향 선동용 영화임...반일친북친중영화...운전대!!!!
4944,0,아....생각보다 스토리가 허술해서 실망이었네요
4945,0,"별로다, 기대했는데 엉성하다."
4946,0,위엄 카리스마 그런거 1도 없어서 ㄱㅆ노잼중인데 유머라고 넣은거는 90년대 썰렁개그보다 더하고 캐스팅은 누가한거지 역할에 맞는 이미지 또한 1도없고 그걸 하겠다고 본인한테 안 맡는 역할하고 있고
4947,0,당신이 어떤일을 하든 어떤일을 겪든 이 영화를 보는 2시간보다는 값질것입니다
4948,0,아으~ 국뽕도 정도껏해야지...잠수함 cg는 인정
4949,0,OOOO 좌빨영화 ㄹㅇ역겹네
4950,0,재미도 없고 허술하고 무능해보이는 표현에 보기 불편한 영화
4951,0,아무리 픽션이라지만 개연성이 0이면 그저 망상에 불과하지. 1점도 아깝다.
4952,0,하.... 유구무언 이상끝
4953,0,"너무 재미없다... 억지 개그, 감동 유발 참 재미없다"
4954,0,아. 진짜 볼일 없슴다.
4955,0,아무리 국뽕나라지만 영화수준..에휴  감독 미국가면 총맞아OOO거 아니냐?
4956,0,스포일러가 포함된 감상평입니다. 감상평 보기 일본 잠수함 올 동안 남한은 어디서 놀다가 뒤늦게 만화영화 처럼 유치하게 등장하네 영화는 재미 없지만 북한체제가 무너져서 하루 빨리 민주주의 체제로 평화적 통일 기원 합니다
4957,0,진짜..최악이다...감상포인트연기..연기도 몇몇배우들 말고는...진짜어설프다 연출도어설프고 스토리며..모든게 어설프다..지루하고...
4958,0,극혐.역겨운영화 감독 뭐하냐? 배우님들 얼굴보고 사과하세요!!!!
4959,0,강철비는 이제 볼 일 없슴다.
4960,0,진짜 영화판은 양심 없는 새끼들 천지인 것 같다.내가 이걸 만들면서도이게 영화라고 이름 붙여지기 민망하지가 않나?정말 신기한 게00년대 이후로 한국 영화는 정말 퇴보하고 있다.제발 능력이 안 되면 만들지를 마.돈 벌...
4961,0,완전 개 쓰레기 막장 영화.이딴걸 만든 감독도 문제지만 출연한 정우성이도 진짜 역사관이 문제있다
4962,0,"그분을, 그분들을 위한 헌정영화현실과 비슷한 배경위에 그려넣은 그들만의 판타지"
4963,0,보다가 졸았네요....1시간동안이나 좁은 방안에서 지들끼리 그냥 만담나누는걸 보고 듣고 있다보니...눈이 절로 감기더군요
4964,0,그냥 미친영화임 별점 10점준놈들은  뭔생각인지 ㅋ북한 옹호 영화 ㅋ
4965,0,ㅋㅋ 가방끈 짧으면 노력이라도하든가연기 꼬라지하곤 ㅋㅋ
4966,0,보는내내 이게 뭔가했다 굉장히 불편한영화다
4967,0,1은 그나마 잼있음노잼 ㅡㅡ
4968,0,네 다음 대깨들의 망상영화 잘봤구연
